disease,symptom,text
hormone disorder,hot flashes,
hormone disorder,excessive growth,
hormone disorder,lack of growth,
hormone disorder,headache,
hormone disorder,acne or pimples,
hpv,vaginal itching,
hpv,warts,
hpv,involuntary urination,
human immunodeficiency virus infection (hiv),nightmares,
human immunodeficiency virus infection (hiv),drug abuse,
human immunodeficiency virus infection (hiv),fears and phobias,
huntington disease,elbow weakness,
huntington disease,anxiety and nervousness,
hydatidiform mole,spotting or bleeding during pregnancy,
hydatidiform mole,pain during pregnancy,
hydatidiform mole,diminished vision,
hydatidiform mole,sharp abdominal pain,
hydatidiform mole,dizziness,
hydrocele of the testicle,lower abdominal pain,
hydrocele of the testicle,groin pain,
hydrocele of the testicle,mass in scrotum,
hydrocele of the testicle,swelling of scrotum,
hydrocele of the testicle,symptoms of the scrotum and testes,
hydrocele of the testicle,pain in testicles,
hydrocele of the testicle,retention of urine,
hydrocele of the testicle,groin mass,
hydrocephalus,seizures,
hydrocephalus,headache,
hydrocephalus,vomiting,
hydrocephalus,problems with movement,
hydrocephalus,abnormal involuntary movements,
hydrocephalus,lack of growth,
hydrocephalus,depressive or psychotic symptoms,
hydronephrosis,suprapubic pain,
hydronephrosis,back pain,
hydronephrosis,pain in testicles,
hydronephrosis,sharp abdominal pain,
hydronephrosis,vomiting,
hydronephrosis,nausea,
hydronephrosis,lower abdominal pain,
hydronephrosis,side pain,
hypercalcemia,retention of urine,
hypercalcemia,weakness,
hypercalcemia,loss of sensation,
hypercalcemia,dizziness,
hypercholesterolemia,sharp chest pain,
hypercholesterolemia,palpitations,
hypercholesterolemia,excessive urination at night,
hypercholesterolemia,weight gain,
hypercholesterolemia,hand or finger stiffness or tightness,
hyperemesis gravidarum,sharp abdominal pain,
hyperemesis gravidarum,dizziness,
hyperemesis gravidarum,diarrhea,
hyperemesis gravidarum,pain during pregnancy,
hyperemesis gravidarum,vomiting blood,
hyperemesis gravidarum,burning abdominal pain,
hyperemesis gravidarum,weakness,
hyperemesis gravidarum,problems during pregnancy,
hyperemesis gravidarum,vomiting,
hyperemesis gravidarum,nausea,
hyperemesis gravidarum,headache,
hypergammaglobulinemia,fatigue,
hypergammaglobulinemia,blood in stool,
hyperhidrosis,acne or pimples,
hyperhidrosis,warts,
hyperhidrosis,cough,
hyperhidrosis,fever,
hyperhidrosis,sweating,
hyperkalemia,nausea,
hyperkalemia,vomiting,
hyperkalemia,feeling ill,
hyperkalemia,difficulty in swallowing,
hyperkalemia,weakness,
hyperkalemia,decreased heart rate,
hyperkalemia,depressive or psychotic symptoms,
hyperkalemia,sharp chest pain,
hyperkalemia,shortness of breath,
hyperkalemia,dizziness,
hyperlipidemia,smoking problems,
hyperlipidemia,weight gain,
hyperlipidemia,sharp chest pain,
hypernatremia,difficulty breathing,
hypernatremia,fever,
hypernatremia,shortness of breath,
hypernatremia,fainting,
hypernatremia,weakness,
hyperopia,diminished vision,
hyperopia,symptoms of eye,
hyperopia,spots or clouds in vision,
hyperopia,difficulty speaking,
hyperopia,eye deviation,
hyperopia,eye redness,
hyperosmotic hyperketotic state,weakness,
hyperosmotic hyperketotic state,frequent urination,
hyperosmotic hyperketotic state,cough,
hypertension,,"I've been encountering poor balance, a headache, chest pain, and dizziness. My ability to pay attention and focus has also been problematic."
hypertension,,"I felt good when I woke up this morning, but as the day wore on, I began to feel headachey, sick to my stomach, and dizzy. Since then, it has been challenging for me to concentrate and focus on my work."
hypertension,,"I was in the middle of a meeting when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on the discussion since then."
hypertension,,"I was at work when I started feeling a headache, chest pain, and dizziness. It's been hard for me to concentrate and focus on my tasks since then."
hypertension,,"I have been dealing with a headache and chest pain for a few days now, but today the dizziness and loss of balance became much worse."
hypertension,,"I have been having a headache, chest pain, dizziness, and trouble with my balance. It has also been hard for me to focus and concentrate."
hypertension,,"Along with a head pain, chest pain, instability, and balance issues, I've also been feeling unwell. I also think I'm having problems focusing."
hypertension,,"I had a headache and chest pain this morning, and as the day wore on, I also started to feel unsteady and unstable on my feet."
hypertension,,"I woke up this morning with a headache and chest pain, and as the day has gone on, I've also been feeling dizzy and unsteady on my feet"
hypertension,,"While taking a walk, I suddenly started experiencing headache, chest pain, and dizziness after feeling fine all day. Since then, it has been challenging for me to concentrate and focus."
hypertension,,"In addition to a head pain, chest pain, instability, and balance issues, I've already been feeling unwell. I also suppose I'm having issues focusing."
hypertension,,"My symptoms include a headache, chest pain, dizziness, lack of balance, and trouble concentrating."
hypertension,,"My coordination has been off, and I've been experiencing a headache, chest pain, and dizziness. Additionally, I've had trouble concentrating and focusing."
hypertension,,"I've been experiencing balance issues, a headache, chest pain, and dizziness. My ability to concentrate and focus has also been challenging."
hypertension,,"For a few days now, I've been suffering from a headache and chest pain, but today the dizziness and lack of balance got considerably worse."
hypertension,,"I've been encountering trouble walking, a headache, chest pain, and dizziness. My concentration skills and focus has also been challenging."
hypertension,,"I was in the middle of a workout when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to maintain my balance since then"
hypertension,,"I've been suffering from symptoms including a headache, chest pain, dizziness, losing my balance, and trouble concentrating."
hypertension,,"Along with chest pain, dizziness, and a headache that feels like a narrow zone around my head, I have been having a lot of trouble."
hypertension,,"I've had intense aches in my chest, a head  pain that refuses to go away, and I've been feeling dizzy and unsteady."
hypertension,,"I've had intense aches in my chest, a headache that won't go away, and I've been feeling dizzy and unsteady."
hypertension,,"I've been experiencing dizziness and anxiousness, as well as a loss in my attention and concentration and ability to concentrate."
hypertension,,"I've been experiencing dizziness and shakiness, as well as a loss in my attention span and ability to concentrate."
hypertension,,"I have been feeling lightheaded and unsteady on my feet, and have also noticed a decline in my ability to focus and concentrate."
hypertension,,"I have been experiencing chest pain, dizziness, and a headache that feels like a continual pressure in my forehead."
hypertension,,"I've been experiencing balance issues, chest pain, headaches, and pains. I've been having trouble focusing as well."
hypertension,,"I have been feeling disoriented and dizzy, and have also had trouble keeping my balance. My headache has been a constant presence as well."
hypertension,,"I've been experiencing balance issues along with feeling dizzy and lightheaded. Additionally, I've seen a drop in my concentration and focus."
hypertension,,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a run. It's been hard for me to maintain my balance since then"
hypertension,,"In addition to feeling dizzy and lightheaded, I've been having problems keeping my equilibrium. My capacity to concentrate and focus has also been slipping, I've noticed."
hypertension,,"I have been experiencing a headache that feels like a sharp pain in my temples, along with chest pain and dizziness."
hypertension,,"Along with a chest pain and dizziness, I've had a headache that seems like a sharp pain in my forehead."
hypertension,,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a walk. It's been hard for me to focus and concentrate since then."
hypertension,,"My balance has been off, and I have a headache, chest pain, and dizziness. I've also observed that it's hard for me to concentrate."
hypertension,,"I've been experiencing balance issues, a headache, chest pain, and dizziness. I've also realised that I'm having trouble focusing."
hypertension,,"I suddenly experienced a headache, chest pain, and dizziness in the middle of a conference. Since then, it has been challenging for me to concentrate and focus on the topic."
